participant_alias,fold,support_seed,condition,shots,query_clip_count,query_positive_count,query_negative_count,adaptation_recipe,precision,recall,false_positive_rate,f1,tp,tn,fp,fn
P010,4,20260624,0,3,24,9,15,no_adaptation_zero_shot_fallback,1.0,0.6666666666666666,0.0,0.8,6,15,0,3
P010,4,20260624,3,3,24,9,15,no_adaptation_zero_shot_fallback,1.0,0.6666666666666666,0.0,0.8,6,15,0,3
P010,4,20260620,0,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.7142857142857143,0.0,0.8333333333333333,5,15,0,2
P010,4,20260620,5,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.7142857142857143,0.0,0.8333333333333333,5,15,0,2
P010,4,20260621,0,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,6,15,0,1
P010,4,20260621,5,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,6,15,0,1
P010,4,20260622,0,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.7142857142857143,0.0,0.8333333333333333,5,15,0,2
P010,4,20260622,5,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.7142857142857143,0.0,0.8333333333333333,5,15,0,2
P010,4,20260623,0,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.7142857142857143,0.0,0.8333333333333333,5,15,0,2
P010,4,20260623,5,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.7142857142857143,0.0,0.8333333333333333,5,15,0,2
P010,4,20260624,0,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,6,15,0,1
P010,4,20260624,5,5,22,7,15,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,6,15,0,1
P011,1,20260620,0,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.6885245901639344,0.0,0.8155339805825244,42,36,0,19
P011,1,20260620,3,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.6885245901639344,0.0,0.8155339805825244,42,36,0,19
P011,1,20260621,0,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.7049180327868853,0.0,0.8269230769230769,43,36,0,18
P011,1,20260621,3,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.7049180327868853,0.0,0.8269230769230769,43,36,0,18
P011,1,20260622,0,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.7049180327868853,0.0,0.8269230769230769,43,36,0,18
P011,1,20260622,3,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.7049180327868853,0.0,0.8269230769230769,43,36,0,18
P011,1,20260623,0,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.7049180327868853,0.0,0.8269230769230769,43,36,0,18
P011,1,20260623,3,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.7049180327868853,0.0,0.8269230769230769,43,36,0,18
P011,1,20260624,0,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.7049180327868853,0.0,0.8269230769230769,43,36,0,18
P011,1,20260624,3,3,97,61,36,no_adaptation_zero_shot_fallback,1.0,0.7049180327868853,0.0,0.8269230769230769,43,36,0,18
